Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,sax,as,group
P638,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,20,Group: 22
P522,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,9,Group: 22
P149,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,5,Group: 22
P95,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,14,Group: 22
P116,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,12,Group: 22
P203,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,7,Group: 23
P414,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,6,Group: 23
P341,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,8,Group: 23
P568,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,4,Group: 23
P625,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,10,Group: 23
P496,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,11,Group: 23
P103,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,6,Group: 23
P493,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,9,Group: 23
P13,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,5,Group: 23
P521,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,10,Group: 23
P147,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,3,Group: 23
P552,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,8,Group: 23
P294,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,4,Group: 23
P628,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,8,Group: 23
P2,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,0,Group: 23
P50,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,9,Group: 23
P145,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,7,Group: 23
P437,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,9,Group: 23
P518,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,17,Group: 23
P154,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,6,Group: 23
P164,[2|15],[1|14],[1|19],[1|15],[1|15],[1|18],[2|19],[3|19],[3|16],[1|21],[2|17],[0|15],[3|14],[0|17],[0|18],[0|25],[2|14],[1|14],[1|13],[2|20],[3|13],[2|18],[1|18],[2|14],[1|14],[3|18],[1|12],[1|13],[1|15],[0|13],[0|14],[1|19],[1|15],[1|15],[3|12],[2|12],[1|13],[2|13],[0|14],[2|12],[1|13],[0|17],[1|15],[0|19],[1|12],[1|11],[1|12],[2|19],[0|14],[1|13],[1|15],aaaaaa,9,Group: 23
P525,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,11,Group: 24
P544,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,10,Group: 24
P211,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,14,Group: 24
P93,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,10,Group: 24
P333,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,9,Group: 24
P632,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,9,Group: 24
P631,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,8,Group: 24
P510,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,14,Group: 24
P146,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,13,Group: 24
P509,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,6,Group: 24
P118,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,10,Group: 24
P152,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,11,Group: 24
P153,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,10,Group: 24
P122,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,12,Group: 24
P264,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,9,Group: 24
P499,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,12,Group: 24
P523,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],bbbaaa,13,Group: 24
P534,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,10,Group: 24
P266,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,19,Group: 24
P32,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,7,Group: 24
P490,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,6,Group: 24
P110,[6|22],[4|16],[5|15],[2|18],[5|18],[2|15],[1|17],[3|19],[4|21],[4|18],[4|19],[3|15],[6|15],[3|19],[5|15],[4|17],[5|19],[4|18],[4|19],[4|16],[4|18],[5|15],[4|22],[3|19],[2|20],[4|18],[3|13],[2|12],[4|14],[2|15],[3|15],[2|13],[3|14],[3|20],[5|18],[3|15],[2|16],[3|13],[3|12],[2|17],[2|16],[2|19],[3|12],[3|13],[4|14],[3|15],[6|16],[4|18],[3|12],[1|13],[1|15],aaaaaa,7,Group: 24
P659,[0|2],[0|3],[0|4],[0|2],[0|4],[0|4],[0|3],[0|4],[0|2],[0|2],[0|3],[0|3],[0|2],[0|2],[0|2],[0|4],[0|4],[0|1],[0|4],[0|2],[0|2],[0|2],[0|2],[0|3],[0|3],[0|7],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|2],[0|5],[0|2],[0|3],[0|2],[0|5],[0|3],[0|2],[0|3],[0|3],[0|4],[0|5],[0|4],aaaaaa,1,Group: 25
P668,[0|2],[0|3],[0|4],[0|2],[0|4],[0|4],[0|3],[0|4],[0|2],[0|2],[0|3],[0|3],[0|2],[0|2],[0|2],[0|4],[0|4],[0|1],[0|4],[0|2],[0|2],[0|2],[0|2],[0|3],[0|3],[0|7],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|2],[0|5],[0|2],[0|3],[0|2],[0|5],[0|3],[0|2],[0|3],[0|3],[0|4],[0|5],[0|4],aaaaaa,0,Group: 25
